filename	acq_time	operator	randstr
func/sub-047EPKL011049_ses-2_task-read_run-01_bold.nii.gz	2015-12-18T15:45:43	n/a	b6f5adef
func/sub-047EPKL011049_ses-2_task-read_run-02_bold.nii.gz	2015-12-18T15:59:47	n/a	f6f64bb2
func/sub-047EPKL011049_ses-2_task-read_run-03_bold.nii.gz	2015-12-18T16:06:06	n/a	fd6f4ed3
